StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q0,Q14,Q12,Q15,Q16,Q17,Q18,Q19,Q1,Q4,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q10,MTurkCode
2019-04-17 12:54:45,2019-04-17 13:02:52,IP Address,76.185.118.51,100,486,True,2019-04-17 13:02:52,R_sj58KkoOzlsVH2x,,,,,32.8130950927734375,-96.8141021728515625,anonymous,EN,I consent,7,4-1-29008-13328-8105-L,Yes,Yes,Yes,Extremely satisfied,Very intuitive,Male,55 - 64,No,White,4 year degree,Married,Employed full time,"$50,000 - $59,999",Right,75235,19325852
2019-04-17 13:31:49,2019-04-17 13:37:37,IP Address,95.244.27.25,100,347,True,2019-04-17 13:37:37,R_1K0SeSHW1JHIciy,,,,,45.649505615234375,13.77679443359375,anonymous,EN,I consent,2,9-2-7577-9248-5273-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Female,35 - 44,No,White,4 year degree,Never married,Employed part time,"$10,000 - $19,999",Right,na,6579930
2019-04-17 13:37:31,2019-04-17 13:41:28,IP Address,174.1.109.93,100,237,True,2019-04-17 13:41:28,R_2diMT6As8lJxRbG,,,,,49.0791015625,-122.7552947998046875,anonymous,EN,I consent,2,5-1-6857-7705-7665-L,Yes,Yes,Yes,Extremely satisfied,Very intuitive,Male,35 - 44,No,Asian,4 year degree,Married,Employed full time,"$70,000 - $79,999",Right,98012,49557439
2019-04-17 13:23:38,2019-04-17 13:55:52,IP Address,45.59.17.12,100,1934,True,2019-04-17 13:55:52,R_3CZTAQDX7uaoyeF,,,,,40.7427978515625,-73.97119903564453125,anonymous,EN,I consent,19,0-5-11800-9297-9888-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Female,25 - 34,No,White,4 year degree,Never married,Employed full time,"$60,000 - $69,999",Right,11223,97009262
2019-04-17 14:10:17,2019-04-17 14:15:04,IP Address,5.35.222.31,100,286,True,2019-04-17 14:15:04,R_2V3yiYArpykQUMe,,,,,37.67120361328125,-1.7017059326171875,anonymous,EN,I consent,19,0-5-5424-12641-9602-R,Yes,No,No,Moderately satisfied,Extremely intuitive,Female,18 - 24,Yes,Black or African American,2 year degree,Never married,Employed full time,"Less than $10,000",Right,,13070411
2019-04-17 13:46:14,2019-04-17 14:19:21,IP Address,201.211.60.129,100,1987,True,2019-04-17 14:19:22,R_6YebgnkmfrjO1Xj,,,,,10.5048065185546875,-66.92079925537109375,anonymous,EN,I consent,19,0-5-4786-19080-5369-R,No,Yes,No,Extremely satisfied,Extremely intuitive,Male,45 - 54,Yes,White,4 year degree,Married,Employed full time,"$50,000 - $59,999",Right,na,1060259
2019-04-17 14:29:39,2019-04-17 14:35:06,IP Address,47.196.206.112,100,327,True,2019-04-17 14:35:06,R_28BZhvAlJhZlEKP,,,,,28.1385040283203125,-82.7429962158203125,anonymous,EN,I consent,2,2-4-13827-8724-6926-L,Yes,Yes,Yes,Extremely satisfied,Very intuitive,Female,35 - 44,No,White,4 year degree,Divorced,Employed full time,"$50,000 - $59,999",Right,34689,28990428
2019-04-17 14:51:28,2019-04-17 15:01:03,IP Address,59.97.39.74,100,574,True,2019-04-17 15:01:03,R_1JFPci1LOHZLA9G,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,19,11-8-11349-5599-4597-L,Yes,Yes,No,Extremely satisfied,Extremely intuitive,Female,25 - 34,No,Asian,Professional degree,Never married,Employed full time,"$100,000 - $149,999",Right,15006,54488676
2019-04-17 14:58:06,2019-04-17 15:02:30,IP Address,95.91.244.19,100,264,True,2019-04-17 15:02:31,R_3gYDCGqc5s5SiLw,,,,,52.51220703125,13.4163970947265625,anonymous,EN,I consent,7,4-1-3950-7603-5771-L,Yes,Yes,Yes,Slightly satisfied,Moderately intuitive,Male,35 - 44,No,White,4 year degree,Never married,Unemployed looking for work,"$10,000 - $19,999",Right,na,41521167
2019-04-17 15:32:37,2019-04-17 15:37:47,IP Address,79.47.125.198,100,310,True,2019-04-17 15:37:48,R_yUTANXRCFbqFhIZ,,,,,44.493804931640625,11.3386993408203125,anonymous,EN,I consent,19,0-5-6824-12320-8928-R,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Male,25 - 34,No,White,4 year degree,Never married,Student,"$20,000 - $29,999",Right,na,51534293
2019-04-17 15:59:54,2019-04-17 16:09:35,IP Address,104.58.194.30,100,581,True,2019-04-17 16:09:35,R_2YWUTjRri44835C,,,,,32.25579833984375,-95.31459808349609375,anonymous,EN,I consent,2,0-5-11054-7474-9341-L,Yes,Yes,No,Extremely satisfied,Extremely intuitive,Male,18 - 24,No,Black or African American,High school graduate,Never married,Employed full time,"$20,000 - $29,999",Right,75605,88402516
2019-04-17 16:09:52,2019-04-17 16:11:37,Spam,104.58.194.30,100,105,True,2019-04-17 16:11:37,R_11XXKITgOplWIGR,,,,,32.25579833984375,-95.31459808349609375,anonymous,EN,I consent,2,0-5-11054-7474-9341-L,Yes,Yes,No,Extremely satisfied,Extremely intuitive,Male,18 - 24,No,Black or African American,High school graduate,Never married,Employed full time,"$20,000 - $29,999",Right,75605,43980649
2019-04-17 16:26:20,2019-04-17 16:39:01,IP Address,94.34.164.191,100,760,True,2019-04-17 16:39:02,R_3NIAmCRJp0yq6BB,,,,,45.07049560546875,7.686798095703125,anonymous,EN,I consent,2,5-1-20374-15457-18798-R,Yes,Yes,Yes,Slightly satisfied,Very intuitive,Male,35 - 44,No,White,Professional degree,Never married,Unemployed looking for work,"Less than $10,000",Right,na,20894407
2019-04-17 16:50:26,2019-04-17 16:56:35,IP Address,104.182.42.97,100,369,True,2019-04-17 16:56:35,R_2aqPULNoWPCUP61,,,,,34.7783966064453125,-86.609100341796875,anonymous,EN,I consent,2,4-1-16039-14226-7790-R,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Female,18 - 24,No,Black or African American,Some college,Never married,Employed part time,"$30,000 - $39,999",Right,35749,76658512
2019-04-17 18:01:34,2019-04-17 18:15:24,IP Address,47.205.91.3,100,830,True,2019-04-17 18:15:24,R_2VCOnuZTdtFmk5o,,,,,28.0946044921875,-81.49900054931640625,anonymous,EN,I consent,2,5-2-28260-18666-15012-R,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Female,55 - 64,Yes,Other,Some college,Married,Retired,"$50,000 - $59,999",Right,34759,53178018
2019-04-17 19:37:45,2019-04-17 19:49:18,IP Address,72.184.245.75,100,692,True,2019-04-17 19:49:18,R_XB2fSe4GeHjXaYV,,,,,28.030303955078125,-82.7816009521484375,anonymous,EN,I consent,2,5-1-26275-16576-12639-R,Yes,Yes,Yes,Neither satisfied nor dissatisfied,Very intuitive,Female,35 - 44,No,White,4 year degree,Married,Employed full time,"More than $150,000",Right,34698,78695381
2019-04-17 20:51:40,2019-04-17 21:02:07,IP Address,174.16.102.105,100,627,True,2019-04-17 21:02:08,R_URcAlIlgU2B4GZ3,,,,,39.814697265625,-105.11679840087890625,anonymous,EN,I consent,2,0-6-6729-7377-11424-R,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Female,25 - 34,No,Other,Some college,Married,Unemployed looking for work,"$40,000 - $49,999",Right,80030,83310729
2019-04-17 21:02:24,2019-04-17 21:08:40,IP Address,172.119.147.28,100,376,True,2019-04-17 21:08:41,R_3qvCNStAyED6R4q,,,,,34.3076934814453125,-118.4286956787109375,anonymous,EN,I consent,7,6-5-15872-32015-1555556766677-L,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Female,25 - 34,Yes,White,Some college,Never married,Employed part time,"$10,000 - $19,999",Left,91342,52422417
2019-04-17 22:46:27,2019-04-17 22:52:42,IP Address,86.6.214.142,100,374,True,2019-04-17 22:52:43,R_1KwGphroGNxSZYw,,,,,54.533294677734375,-1.3000030517578125,anonymous,EN,I consent,7,0-5-6352-9708-12210-R,No,No,No,Extremely satisfied,Very intuitive,Male,25 - 34,No,White,Some college,Never married,Unemployed looking for work,"$10,000 - $19,999",Right,na,53354963
2019-04-17 23:03:36,2019-04-17 23:13:21,IP Address,196.19.176.203,100,584,True,2019-04-17 23:13:21,R_tPPshEXvmKctKDv,,,,,39.099700927734375,-94.5785980224609375,anonymous,EN,I consent,2,4-6-62300-9751-8081-L,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Male,25 - 34,No,White,4 year degree,Married,Employed full time,"$70,000 - $79,999",Right,46805,31029746
2019-04-12 11:59:00,2019-04-17 23:53:35,IP Address,172.82.162.82,100,474875,True,2019-04-17 23:53:36,R_1IDVZv9YsrDmF5q,,,,,34.054901123046875,-118.2577972412109375,anonymous,EN,I consent,2,0-5-25611-19601-8612-L,Yes,Yes,Yes,Moderately satisfied,Not intuitive at all,Male,25 - 34,Yes,White,Doctorate,Divorced,Retired,"$50,000 - $59,999",Right,16648,59588884
2019-04-17 23:43:31,2019-04-17 23:54:01,IP Address,196.19.159.1,100,630,True,2019-04-17 23:54:02,R_2XamBOrBkxWdrIY,,,,,39.099700927734375,-94.5785980224609375,anonymous,EN,I consent,2,1-5-22668-138330-25292-L,Yes,Yes,Yes,Extremely satisfied,Very intuitive,Female,35 - 44,No,White,4 year degree,Married,Employed full time,"$70,000 - $79,999",Right,46808,88456804
2019-04-17 23:51:57,2019-04-18 00:02:42,IP Address,120.29.100.206,100,645,True,2019-04-18 00:02:43,R_27CEsc49DiAmygq,,,,,15.15130615234375,120.5841064453125,anonymous,EN,I consent,19,0-5-44627-21554-20022-R,No,Yes,Yes,Extremely satisfied,Moderately intuitive,Male,25 - 34,No,Asian,4 year degree,Married,Employed full time,"Less than $10,000",Right,55976,2455129
2019-04-18 01:52:36,2019-04-18 01:58:31,IP Address,192.159.176.25,100,354,True,2019-04-18 01:58:32,R_1hzKCzTYOU1eVcC,,,,,42.9976043701171875,-81.2563018798828125,anonymous,EN,I consent,2,13-2-21775-5379-7377-L,Yes,Yes,Yes,Moderately satisfied,Extremely intuitive,Male,18 - 24,No,American Indian or Alaska Native,Some college,Separated,Student,"$10,000 - $19,999",Right,na,68977543
2019-04-18 00:28:09,2019-04-18 02:22:36,IP Address,192.227.152.83,100,6866,True,2019-04-18 02:22:36,R_O1hhpcmpVxfqXbb,,,,,42.8863983154296875,-78.8780975341796875,anonymous,EN,I consent,5,0-5-121385-104903-27155-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Female,18 - 24,Yes,Asian,4 year degree,Never married,Employed full time,"$40,000 - $49,999",Right,20120,85049244
2019-04-18 03:10:59,2019-04-18 03:15:19,IP Address,192.154.226.29,100,260,True,2019-04-18 03:15:20,R_2ClzhcrvxKxtOPa,,,,,32.842498779296875,-117.2483978271484375,anonymous,EN,I consent,6,1-5-62322-58793-20475-R,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Female,18 - 24,Yes,Asian,4 year degree,Never married,Employed full time,"$30,000 - $39,999",Right,20120,98768348
2019-04-18 04:01:31,2019-04-18 04:06:17,IP Address,24.69.172.175,100,285,True,2019-04-18 04:06:17,R_Zw4Isv4uQTxO2jv,,,,,48.4496002197265625,-123.3025970458984375,anonymous,EN,I consent,2,10-3-7004-109513-1555578170490-R,Yes,Yes,Yes,Slightly dissatisfied,Moderately intuitive,Female,25 - 34,No,White,High school graduate,Married,Unemployed looking for work,"$60,000 - $69,999",Right,na,91783133
2019-04-18 04:44:40,2019-04-18 05:16:55,IP Address,45.119.141.224,100,1935,True,2019-04-18 05:16:56,R_3ho1xNBohqJURYW,,,,,29.86669921875,77.88330078125,anonymous,EN,I consent,2,0-6-18221-19184-10352-L,Yes,Yes,Yes,Extremely satisfied,Extremely intuitive,Male,25 - 34,No,Asian,Professional degree,Married,Employed full time,"$40,000 - $49,999",Right,na,57083765
2019-04-18 05:24:52,2019-04-18 05:29:38,IP Address,196.69.220.253,100,285,True,2019-04-18 05:29:38,R_cGhEtuXJKL5fjFL,,,,,34.037200927734375,-4.9998016357421875,anonymous,EN,I consent,2,0-5-11327-5602-7364-L,Yes,Yes,Yes,Slightly satisfied,Moderately intuitive,Male,18 - 24,No,Other,2 year degree,Never married,Employed part time,"$20,000 - $29,999",Right,na,18171608
2019-04-18 05:33:28,2019-04-18 05:39:16,IP Address,185.102.132.191,100,347,True,2019-04-18 05:39:16,R_2UbGQbYWDe8tOCi,,,,,51.0052947998046875,-2.19329833984375,anonymous,EN,I consent,7,2-5-6898-7667-4125-L,Yes,Yes,Yes,Neither satisfied nor dissatisfied,Not intuitive at all,Male,18 - 24,No,White,Professional degree,Never married,Student,"More than $150,000",Right,na,42581576
2019-04-18 06:51:03,2019-04-18 06:56:11,IP Address,24.179.35.131,100,308,True,2019-04-18 06:56:12,R_3D71xIxtfdc67cf,,,,,32.54840087890625,-85.46820068359375,anonymous,EN,I consent,2,6-1-5008-12330-5964-R,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Female,35 - 44,No,White,Professional degree,Married,Unemployed not looking for work,"$70,000 - $79,999",Right,36832,78661720
2019-04-18 06:47:24,2019-04-18 06:59:10,IP Address,27.34.26.153,100,706,True,2019-04-18 06:59:11,R_De4zw1k3KKlsCS5,,,,,27.714202880859375,85.31451416015625,anonymous,EN,I consent,2,4-1-41566-30993-8680-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Male,25 - 34,No,Asian,4 year degree,Never married,Employed part time,"$30,000 - $39,999",Right,24701,14164463
2019-04-18 07:36:45,2019-04-18 07:41:46,IP Address,71.61.59.220,100,301,True,2019-04-18 07:41:46,R_e8qgCUwmK4Hxvhv,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,I consent,2,0-6-8356-8209-10137-L,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Female,25 - 34,No,White,4 year degree,Never married,Student,"$40,000 - $49,999",Right,15208,8488237
2019-04-18 07:47:39,2019-04-18 07:55:01,IP Address,174.86.252.156,100,442,True,2019-04-18 07:55:02,R_1LOI3VG6PD7uuMl,,,,,38.5316925048828125,-89.99880218505859375,anonymous,EN,I consent,2,0-6-8595-6249-8778-L,Yes,Yes,Yes,Moderately dissatisfied,Slightly intuitive,Male,35 - 44,No,White,4 year degree,Never married,Employed full time,"$50,000 - $59,999",Right,62220,28806214
2019-04-18 08:20:13,2019-04-18 08:25:10,IP Address,99.42.41.84,100,297,True,2019-04-18 08:25:10,R_3ssNlDyMgwix77Q,,,,,30.0735931396484375,-95.62030029296875,anonymous,EN,I consent,2,0-5-13270-12188-5932-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Male,25 - 34,No,"White,Asian",2 year degree,Never married,Employed full time,"$30,000 - $39,999",Right,77375,90157160
2019-04-18 08:25:38,2019-04-18 08:31:33,IP Address,185.180.181.223,100,354,True,2019-04-18 08:31:34,R_20Si5niryPgfK5B,,,,,43.661407470703125,10.630706787109375,anonymous,EN,I consent,2,5-4-7361-7337-6104-L,Yes,Yes,Yes,Extremely satisfied,Moderately intuitive,Male,25 - 34,No,White,Some college,Never married,Employed full time,"Less than $10,000",Right,na,836653
2019-04-18 08:21:34,2019-04-18 08:32:37,IP Address,76.16.71.17,100,662,True,2019-04-18 08:32:37,R_XTXZ1l11m114PQJ,,,,,42.281005859375,-87.9499969482421875,anonymous,EN,I consent,2,6-2-30924-84281-19425-R,Yes,Yes,Yes,Moderately dissatisfied,Slightly intuitive,Male,55 - 64,No,White,4 year degree,Married,Employed full time,"More than $150,000",Right,60048,99411574
2019-04-18 09:13:58,2019-04-18 09:20:01,IP Address,87.89.74.99,100,362,True,2019-04-18 09:20:01,R_6DPLsI1EJmmiCLn,,,,,50.608306884765625,2.99139404296875,anonymous,EN,I consent,2,0-6-20635-16127-10081-R,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Male,18 - 24,No,White,2 year degree,Never married,Student,"$10,000 - $19,999",Right,na,49598879
2019-04-18 09:26:30,2019-04-18 09:35:21,IP Address,203.13.146.104,100,531,True,2019-04-18 09:35:22,R_2CEp0l1NoJj4ufg,,,,,12.983306884765625,77.58331298828125,anonymous,EN,I consent,2,0-5-15181-13888-5522-R,Yes,Yes,Yes,Moderately satisfied,Moderately intuitive,Male,25 - 34,Yes,Asian,4 year degree,Married,Employed full time,"Less than $10,000",Right,na,42862467
2019-04-18 10:09:34,2019-04-18 10:17:26,IP Address,178.203.234.242,100,472,True,2019-04-18 10:17:26,R_w1aDmHY9Wq6eiTn,,,,,50.0836944580078125,8.6439971923828125,anonymous,EN,I consent,2,0-5-17677-12527-7838-L,Yes,Yes,Yes,Slightly dissatisfied,Not intuitive at all,Female,25 - 34,Yes,White,4 year degree,Never married,Employed full time,"$40,000 - $49,999",Right,na,60156624
2019-04-18 10:28:21,2019-04-18 10:34:56,IP Address,104.129.194.86,100,394,True,2019-04-18 10:34:56,R_wKS76VbUSl6WStj,,,,,38.984100341796875,-77.3672027587890625,anonymous,EN,I consent,7,3-3-14580-6358-6146-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Male,25 - 34,No,White,4 year degree,Married,Employed full time,"$100,000 - $149,999",Right,41094,5481245
2019-04-11 10:44:23,2019-04-11 10:44:33,IP Address,134.48.136.84,5,9,False,2019-04-18 10:44:35,R_1FDNA0YmQY1lNyG,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:49:40,2019-04-11 10:49:59,IP Address,96.66.40.97,5,19,False,2019-04-18 10:50:00,R_1C27v7gNzpBxE4i,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:49:59,2019-04-11 10:50:11,IP Address,122.174.233.15,5,11,False,2019-04-18 10:50:15,R_ai5GBpj95pHbOUh,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:49:36,2019-04-11 10:50:48,IP Address,98.157.147.226,5,72,False,2019-04-18 10:50:57,R_1dblWMm2hWpntme,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:50:48,2019-04-11 10:52:32,IP Address,83.85.150.108,5,103,False,2019-04-18 10:52:34,R_2ScpCNisGvMVZaI,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:50:59,2019-04-11 10:53:29,IP Address,97.124.179.161,5,150,False,2019-04-18 10:53:31,R_1JVdyw5mq0wIOrb,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:54:47,2019-04-11 10:56:17,IP Address,50.44.119.254,5,90,False,2019-04-18 10:56:38,R_OkjgRlfgruMOLlv,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:55:52,2019-04-11 10:56:33,IP Address,157.51.113.129,5,41,False,2019-04-18 10:56:44,R_eJAlC52TuZMyGL7,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:51:20,2019-04-11 10:57:26,IP Address,171.49.201.7,5,365,False,2019-04-18 10:57:26,R_3EiP6gQCqHMSCll,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-18 10:52:06,2019-04-18 10:57:40,IP Address,174.3.202.46,100,334,True,2019-04-18 10:57:40,R_w0lE7tEEjjSnHzP,,,,,53.522003173828125,-113.4589996337890625,anonymous,EN,I consent,2,4-1-8986-5826-6957-R,Yes,No,Yes,Moderately satisfied,Very intuitive,Male,25 - 34,No,White,Professional degree,Never married,Unemployed looking for work,"$20,000 - $29,999",Both,na,44283053
2019-04-11 10:56:34,2019-04-11 10:58:31,IP Address,157.50.209.189,5,116,False,2019-04-18 10:58:55,R_4Tmbad8257CHeQF,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:50:33,2019-04-11 10:59:30,IP Address,171.49.164.248,5,537,False,2019-04-18 10:59:34,R_2xJlbUWKRffMXv5,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:58:58,2019-04-11 10:59:25,IP Address,170.83.233.72,5,26,False,2019-04-18 10:59:35,R_1KdsW4DG7Y87lNT,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:59:14,2019-04-11 10:59:28,IP Address,42.107.192.13,5,13,False,2019-04-18 10:59:43,R_1JRwXcB6w5EwFVq,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:57:30,2019-04-11 10:59:46,IP Address,122.164.78.119,5,136,False,2019-04-18 11:00:22,R_vuAnaB5NPhuDmCd,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:00:03,2019-04-11 11:00:43,IP Address,122.174.101.157,5,40,False,2019-04-18 11:00:50,R_2ALJkLDAdX4Lm6G,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:58:29,2019-04-11 11:00:49,IP Address,196.19.177.28,5,140,False,2019-04-18 11:00:51,R_3vBTUFdqXdTngdz,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:01:40,2019-04-11 11:03:43,IP Address,41.89.96.17,5,123,False,2019-04-18 11:03:57,R_2DMsoT5wH7vhCiM,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:03:50,2019-04-11 11:04:16,IP Address,68.14.42.67,5,26,False,2019-04-18 11:04:19,R_22Exbpx0DjedDxQ,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:55:26,2019-04-11 11:05:25,IP Address,157.51.117.127,5,599,False,2019-04-18 11:05:42,R_zez7HR8dS1hJTkB,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:55:09,2019-04-11 11:07:49,IP Address,157.51.94.92,5,760,False,2019-04-18 11:07:55,R_3nBZcuKsawslAwW,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:04:42,2019-04-11 11:08:53,IP Address,157.50.31.1,5,250,False,2019-04-18 11:08:59,R_b1tkquWbUvie3ND,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:59:07,2019-04-11 11:10:36,IP Address,72.52.87.193,5,689,False,2019-04-18 11:11:00,R_3JC08t6O4chkfou,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:10:05,2019-04-11 11:10:41,IP Address,157.46.52.177,5,36,False,2019-04-18 11:11:08,R_27d7ZLiXWZVeb36,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:11:49,2019-04-11 11:12:04,IP Address,182.65.69.64,5,15,False,2019-04-18 11:12:21,R_2SHotFf6VJtztX4,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:10:05,2019-04-11 11:14:02,IP Address,72.241.62.50,5,237,False,2019-04-18 11:14:07,R_31aAtO7hbLn6tqJ,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:15:42,2019-04-11 11:17:25,IP Address,108.234.235.187,5,103,False,2019-04-18 11:17:37,R_3mfMsI2kAB9HAxK,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:16:02,2019-04-11 11:18:20,IP Address,42.110.152.206,5,137,False,2019-04-18 11:19:13,R_3aqGjwdOoZZKkud,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:12:02,2019-04-11 11:20:04,IP Address,106.208.47.113,5,481,False,2019-04-18 11:20:10,R_1ro8MkwjzkrzVDW,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:12:30,2019-04-11 11:21:13,IP Address,47.34.232.31,5,522,False,2019-04-18 11:21:38,R_1mJATEReQZOWAE1,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:19:59,2019-04-11 11:24:16,IP Address,157.51.119.26,5,257,False,2019-04-18 11:24:22,R_1LkyCBUG8Zx7W2Y,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:23:19,2019-04-11 11:24:52,IP Address,122.172.89.10,5,93,False,2019-04-18 11:24:53,R_3fwMDOFCVGUZMs2,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:24:23,2019-04-11 11:25:42,IP Address,65.249.163.250,5,79,False,2019-04-18 11:25:48,R_R4BqPLjPHIxvKjT,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:24:59,2019-04-11 11:26:48,IP Address,106.198.38.38,5,108,False,2019-04-18 11:26:50,R_2BbadlUiYOMuIno,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 10:53:50,2019-04-11 11:28:34,IP Address,157.50.216.119,5,2084,False,2019-04-18 11:28:45,R_ReuXmn3Sujl1bUZ,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:29:52,2019-04-11 11:32:56,IP Address,63.230.102.106,5,183,False,2019-04-18 11:32:58,R_BrJAGt6wut2u2u5,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:30:10,2019-04-11 11:33:25,IP Address,78.101.219.81,5,195,False,2019-04-18 11:33:30,R_3j7GdnCqboHrAYw,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:36:03,2019-04-11 11:36:20,IP Address,223.228.174.94,5,17,False,2019-04-18 11:36:33,R_29tvFli6PFbiKNv,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:44:03,2019-04-11 11:44:22,IP Address,95.90.191.47,5,18,False,2019-04-18 11:44:38,R_rkxZLGewHdNk0Ap,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-15 13:41:49,2019-04-18 11:59:32,IP Address,117.249.167.197,100,253062,True,2019-04-18 11:59:32,R_cFPDGLguPnD1gfT,,,,,13.0843048095703125,80.280487060546875,anonymous,EN,I consent,19,2-5-26144-6969-7817-L,Yes,Yes,Yes,Moderately satisfied,Very intuitive,Female,25 - 34,Yes,Asian,4 year degree,Married,Employed full time,"$10,000 - $19,999",Right,na,93135918
2019-04-11 12:00:52,2019-04-11 12:00:59,IP Address,196.16.110.20,5,7,False,2019-04-18 12:01:12,R_rjyuKrvJxEnzGj7,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 12:06:18,2019-04-11 12:14:49,IP Address,189.135.157.189,5,511,False,2019-04-18 12:14:49,R_VQKzUmD5oEDOkUx,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 12:14:59,2019-04-11 12:15:58,IP Address,107.208.243.132,5,58,False,2019-04-18 12:16:04,R_3Lj3o9KJeJro6VS,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 11:01:58,2019-04-11 12:28:33,IP Address,122.164.213.1,5,5194,False,2019-04-18 12:29:20,R_QmnYgBgok44JVWp,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 12:30:08,2019-04-11 12:30:34,IP Address,73.151.174.139,5,26,False,2019-04-18 12:30:56,R_2t9lX1jb37EgYgI,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
2019-04-11 12:32:46,2019-04-11 12:33:32,IP Address,103.219.60.174,5,46,False,2019-04-18 12:34:04,R_2To4DJCqoBqhS5E,,,,,,,anonymous,EN,I consent,,,,,,,,,,,,,,,,,,
